"Dim1","Dim2","Dim3","Dim4","Dim5","Val"
"battery_2","new19","p23","2046","IN",5131.64893877065
"battery_2","new19","p23","2046","out",4334.0081839741
"battery_2","new19","p23","2048","IN",4195.00006490512
"battery_2","new19","p23","2048","out",3529.90528309819
"battery_2","new19","p23","2050","IN",4150.4464634218
"battery_2","new19","p23","2050","out",3490.34594936518
"battery_2","new19","p28","2036","IN",239888.608929948
"battery_2","new19","p28","2036","out",203801.867264857
"battery_2","new19","p28","2038","IN",232214.928119044
"battery_2","new19","p28","2038","out",197344.740148182
"battery_2","new19","p28","2040","IN",206768.857744757
"battery_2","new19","p28","2040","out",175752.006363065
"battery_2","new19","p28","2042","IN",218772.449617778
"battery_2","new19","p28","2042","out",185955.059455133
"battery_2","new19","p28","2044","IN",225019.287504176
"battery_2","new19","p28","2044","out",191266.39437855
"battery_2","new19","p28","2046","IN",198670.691034855
"battery_2","new19","p28","2046","out",168868.564659648
"battery_2","new19","p28","2048","IN",187551.283138078
"battery_2","new19","p28","2048","out",159291.217322134
"battery_2","new19","p28","2050","IN",238897.332438287
"battery_2","new19","p28","2050","out",203061.209852565
"battery_2","new19","p29","2036","IN",62094.5655782595
"battery_2","new19","p29","2036","out",52780.3807415205
"battery_2","new19","p29","2038","IN",44649.6004097079
"battery_2","new19","p29","2038","out",37833.0275642185
"battery_2","new19","p29","2040","IN",41325.5847222776
"battery_2","new19","p29","2040","out",35061.9869743809
"battery_2","new19","p29","2042","IN",57148.6219610152
"battery_2","new19","p29","2042","out",48576.101925864
"battery_2","new19","p29","2044","IN",45310.9160643925
"battery_2","new19","p29","2044","out",38482.0972093928
"battery_2","new19","p29","2046","IN",50597.8843823886
"battery_2","new19","p29","2046","out",43008.2017250303
"battery_2","new19","p29","2048","IN",39773.9322911882
"battery_2","new19","p29","2048","out",33744.5573636395
"battery_2","new19","p29","2050","IN",47716.3277938579
"battery_2","new19","p29","2050","out",40389.5844178054
"battery_2","new19","p31","2036","IN",348500.441218675
"battery_2","new19","p31","2036","out",296225.274637678
"battery_2","new19","p31","2038","IN",217864.604916803
"battery_2","new19","p31","2038","out",183179.940873408
"battery_2","new19","p31","2040","IN",289392.374634341
"battery_2","new19","p31","2040","out",244290.957336408
"battery_2","new19","p31","2042","IN",240772.607719329
"battery_2","new19","p31","2042","out",204087.657440064
"battery_2","new19","p31","2044","IN",294858.499895066
"battery_2","new19","p31","2044","out",250525.409560784
"battery_2","new19","p31","2046","IN",351956.806906344
"battery_2","new19","p31","2046","out",298220.912588585
"battery_2","new19","p31","2048","IN",273167.632615628
"battery_2","new19","p31","2048","out",231205.079241091
"battery_2","new19","p31","2050","IN",312191.257771635
