reeds_ba,state_abbr,year,pollutant,tonnes,model,cr,md,damage_$,mortality
p21,WY,2034,NOX,3353.71,InMAP,ACS,5097.36,17095069.65,2.4658
p21,WY,2034,NOX,3353.71,InMAP,H6C,13095.56,43918762.27,6.335
p21,WY,2036,NOX,2188.93,AP2,ACS,4329.86,9477774.65,1.3671
p21,WY,2036,NOX,2188.93,AP2,H6C,11123.61,24348852.6,3.5122
p21,WY,2036,NOX,2188.93,EASIUR,ACS,967.36,2117490.92,0.3054
p21,WY,2036,NOX,2188.93,EASIUR,H6C,2484.26,5437882.78,0.7844
p21,WY,2036,NOX,2188.93,InMAP,ACS,5097.36,11157773.83,1.6094
p21,WY,2036,NOX,2188.93,InMAP,H6C,13095.56,28665318.5,4.1348
p21,WY,2038,NOX,1552.6,AP2,ACS,4329.86,6722558.51,0.9697
p21,WY,2038,NOX,1552.6,AP2,H6C,11123.61,17270571.67,2.4912
p21,WY,2038,NOX,1552.6,EASIUR,ACS,967.36,1501930.26,0.2166
p21,WY,2038,NOX,1552.6,EASIUR,H6C,2484.26,3857074.74,0.5564
p21,WY,2038,NOX,1552.6,InMAP,ACS,5097.36,7914177.14,1.1416
p21,WY,2038,NOX,1552.6,InMAP,H6C,13095.56,20332228.62,2.9328
p21,WY,2040,NOX,1315.69,AP2,ACS,4329.86,5696739.9,0.8217
p21,WY,2040,NOX,1315.69,AP2,H6C,11123.61,14635194.99,2.111
p21,WY,2040,NOX,1315.69,EASIUR,ACS,967.36,1272745.49,0.1836
p21,WY,2040,NOX,1315.69,EASIUR,H6C,2484.26,3268510.27,0.4715
p21,WY,2040,NOX,1315.69,InMAP,ACS,5097.36,6706525.28,0.9674
p21,WY,2040,NOX,1315.69,InMAP,H6C,13095.56,17229663.03,2.4853
p21,WY,2042,NOX,1274.01,AP2,ACS,4329.86,5516302.44,0.7957
p21,WY,2042,NOX,1274.01,AP2,H6C,11123.61,14171642.59,2.0442
p21,WY,2042,NOX,1274.01,EASIUR,ACS,967.36,1232432.79,0.1778
p21,WY,2042,NOX,1274.01,EASIUR,H6C,2484.26,3164984.09,0.4565
p21,WY,2042,NOX,1274.01,InMAP,ACS,5097.36,6494104.07,0.9367
p21,WY,2042,NOX,1274.01,InMAP,H6C,13095.56,16683933.95,2.4065
p21,WY,2044,NOX,387.62,AP2,ACS,4329.86,1678328.65,0.2421
p21,WY,2044,NOX,387.62,AP2,H6C,11123.61,4311705.92,0.6219
p21,WY,2044,NOX,387.62,EASIUR,ACS,967.36,374966.26,0.0541
p21,WY,2044,NOX,387.62,EASIUR,H6C,2484.26,962942.76,0.1389
p21,WY,2044,NOX,387.62,InMAP,ACS,5097.36,1975823.67,0.285
p21,WY,2044,NOX,387.62,InMAP,H6C,13095.56,5076067.67,0.7322
p21,WY,2046,NOX,387.62,AP2,ACS,4329.86,1678328.65,0.2421
p21,WY,2046,NOX,387.62,AP2,H6C,11123.61,4311705.92,0.6219
p21,WY,2046,NOX,387.62,EASIUR,ACS,967.36,374966.26,0.0541
p21,WY,2046,NOX,387.62,EASIUR,H6C,2484.26,962942.76,0.1389
p21,WY,2046,NOX,387.62,InMAP,ACS,5097.36,1975823.67,0.285
p21,WY,2046,NOX,387.62,InMAP,H6C,13095.56,5076067.67,0.7322
p21,WY,2048,NOX,1709.24,AP2,ACS,4329.86,7400752.57,1.0675
p21,WY,2048,NOX,1709.24,AP2,H6C,11123.61,19012884.37,2.7425
p21,WY,2048,NOX,1709.24,EASIUR,ACS,967.36,1653449.98,0.2385
p21,WY,2048,NOX,1709.24,EASIUR,H6C,2484.26,4246189.26,0.6125
p21,WY,2048,NOX,1709.24,InMAP,ACS,5097.36,8712585.64,1.2567
p21,WY,2048,NOX,1709.24,InMAP,H6C,13095.56,22383411.45,3.2287
p21,WY,2050,NOX,0.0,AP2,ACS,4329.86,0.0,0.0
p21,WY,2050,NOX,0.0,AP2,H6C,11123.61,0.0,0.0
p21,WY,2050,NOX,0.0,EASIUR,ACS,967.36,0.0,0.0
p21,WY,2050,NOX,0.0,EASIUR,H6C,2484.26,0.0,0.0
p21,WY,2050,NOX,0.0,InMAP,ACS,5097.36,0.0,0.0
p21,WY,2050,NOX,0.0,InMAP,H6C,13095.56,0.0,0.0
p22,WY,2032,NOX,-0.0,AP2,ACS,5143.53,-0.0,-0.0
p22,WY,2032,NOX,-0.0,AP2,H6C,13214.2,-0.0,-0.0
p22,WY,2032,NOX,-0.0,EASIUR,ACS,1189.43,-0.0,-0.0
p22,WY,2032,NOX,-0.0,EASIUR,H6C,3054.83,-0.0,-0.0
p22,WY,2032,NOX,-0.0,InMAP,ACS,5018.16,-0.0,-0.0
p22,WY,2032,NOX,-0.0,InMAP,H6C,12892.07,-0.0,-0.0
p22,WY,2044,NOX,0.23,AP2,ACS,5143.53,1193.03,0.0002
p22,WY,2044,NOX,0.23,AP2,H6C,13214.2,3065.0,0.0004
p22,WY,2044,NOX,0.23,EASIUR,ACS,1189.43,275.89,0.0
p22,WY,2044,NOX,0.23,EASIUR,H6C,3054.83,708.56,0.0001
p22,WY,2044,NOX,0.23,InMAP,ACS,5018.16,1163.95,0.0002
p22,WY,2044,NOX,0.23,InMAP,H6C,12892.07,2990.28,0.0004
p23,WY,2010,NOX,4821.0,AP2,ACS,3054.81,14727222.43,2.1243
p23,WY,2010,NOX,4821.0,AP2,H6C,7847.59,37833219.33,5.4572
p23,WY,2010,NOX,4821.0,EASIUR,ACS,1540.97,7429015.73,1.0716
p23,WY,2010,NOX,4821.0,EASIUR,H6C,3958.05,19081745.65,2.7524
p23,WY,2010,NOX,4821.0,InMAP,ACS,5344.69,25766744.81,3.7167
p23,WY,2010,NOX,4821.0,InMAP,H6C,13731.04,66197353.4,9.5485
p23,WY,2012,NOX,1321.19,AP2,ACS,3054.81,4035994.17,0.5822
p23,WY,2012,NOX,1321.19,AP2,H6C,7847.59,10368190.85,1.4955
p23,WY,2012,NOX,1321.19,EASIUR,ACS,1540.97,2035921.19,0.2937
p23,WY,2012,NOX,1321.19,EASIUR,H6C,3958.05,5229350.93,0.7543
p23,WY,2012,NOX,1321.19,InMAP,ACS,5344.69,7061374.43,1.0186
p23,WY,2012,NOX,1321.19,InMAP,H6C,13731.04,18141379.61,2.6168
p23,WY,2014,NOX,5080.76,AP2,ACS,3054.81,15520726.14,2.2388
p23,WY,2014,NOX,5080.76,AP2,H6C,7847.59,39871675.66,5.7512
p23,WY,2014,NOX,5080.76,EASIUR,ACS,1540.97,7829291.58,1.1293
p23,WY,2014,NOX,5080.76,EASIUR,H6C,3958.05,20109871.35,2.9007
p23,WY,2014,NOX,5080.76,InMAP,ACS,5344.69,27155058.71,3.9169
p23,WY,2014,NOX,5080.76,InMAP,H6C,13731.04,69764071.13,10.063
p23,WY,2016,NOX,753.43,AP2,ACS,3054.81,2301572.04,0.332
p23,WY,2016,NOX,753.43,AP2,H6C,7847.59,5912579.92,0.8528
p23,WY,2016,NOX,753.43,EASIUR,ACS,1540.97,1161007.44,0.1675
p23,WY,2016,NOX,753.43,EASIUR,H6C,3958.05,2982097.43,0.4301
p23,WY,2016,NOX,753.43,InMAP,ACS,5344.69,4026829.88,0.5808
p23,WY,2016,NOX,753.43,InMAP,H6C,13731.04,10345330.09,1.4922
p23,WY,2018,NOX,1287.01,AP2,ACS,3054.81,3931573.3,0.5671
p23,WY,2018,NOX,1287.01,AP2,H6C,7847.59,10099940.81,1.4568
p23,WY,2018,NOX,1287.01,EASIUR,ACS,1540.97,1983247.01,0.2861
p23,WY,2018,NOX,1287.01,EASIUR,H6C,3958.05,5094055.04,0.7348
p23,WY,2018,NOX,1287.01,InMAP,ACS,5344.69,6878679.69,0.9922
p23,WY,2018,NOX,1287.01,InMAP,H6C,13731.04,17672018.48,2.5491
p23,WY,2020,NOX,716.18,AP2,ACS,3054.81,2187777.42,0.3156
p23,WY,2020,NOX,716.18,AP2,H6C,7847.59,5620249.38,0.8107
p23,WY,2020,NOX,716.18,EASIUR,ACS,1540.97,1103604.76,0.1592
p23,WY,2020,NOX,716.18,EASIUR,H6C,3958.05,2834656.19,0.4089
p23,WY,2020,NOX,716.18,InMAP,ACS,5344.69,3827734.84,0.5521
p23,WY,2020,NOX,716.18,InMAP,H6C,13731.04,9833834.96,1.4185
p23,WY,2022,NOX,1201.98,AP2,ACS,3054.81,3671823.29,0.5296
p23,WY,2022,NOX,1201.98,AP2,H6C,7847.59,9432660.95,1.3606
p23,WY,2022,NOX,1201.98,EASIUR,ACS,1540.97,1852218.44,0.2672
p23,WY,2022,NOX,1201.98,EASIUR,H6C,3958.05,4757502.54,0.6862
p23,WY,2022,NOX,1201.98,InMAP,ACS,5344.69,6424221.14,0.9266
p23,WY,2022,NOX,1201.98,InMAP,H6C,13731.04,16504468.86,2.3807
p23,WY,2024,NOX,449.13,AP2,ACS,3054.81,1372019.23,0.1979
p23,WY,2024,NOX,449.13,AP2,H6C,7847.59,3524622.84,0.5084
p23,WY,2024,NOX,449.13,EASIUR,ACS,1540.97,692102.84,0.0998
p23,WY,2024,NOX,449.13,EASIUR,H6C,3958.05,1777695.84,0.2564
p23,WY,2024,NOX,449.13,InMAP,ACS,5344.69,2400484.52,0.3463
p23,WY,2024,NOX,449.13,InMAP,H6C,13731.04,6167085.65,0.8896
p23,WY,2026,NOX,221.71,AP2,ACS,3054.81,677291.33,0.0977
p23,WY,2026,NOX,221.71,AP2,H6C,7847.59,1739914.75,0.251
p23,WY,2026,NOX,221.71,EASIUR,ACS,1540.97,341653.56,0.0493
p23,WY,2026,NOX,221.71,EASIUR,H6C,3958.05,877551.83,0.1266
p23,WY,2026,NOX,221.71,InMAP,ACS,5344.69,1184988.75,0.1709
p23,WY,2026,NOX,221.71,InMAP,H6C,13731.04,3044355.03,0.4391
p23,WY,2028,NOX,294.58,AP2,ACS,3054.81,899871.31,0.1298
p23,WY,2028,NOX,294.58,AP2,H6C,7847.59,2311707.38,0.3334
p23,WY,2028,NOX,294.58,EASIUR,ACS,1540.97,453932.04,0.0655
p23,WY,2028,NOX,294.58,EASIUR,H6C,3958.05,1165943.92,0.1682
p23,WY,2028,NOX,294.58,InMAP,ACS,5344.69,1574414.63,0.2271
p23,WY,2028,NOX,294.58,InMAP,H6C,13731.04,4044829.2,0.5834
p23,WY,2030,NOX,355.28,AP2,ACS,3054.81,1085310.86,0.1565
p23,WY,2030,NOX,355.28,AP2,H6C,7847.59,2788088.79,0.4022
p23,WY,2030,NOX,355.28,EASIUR,ACS,1540.97,547475.36,0.079
p23,WY,2030,NOX,355.28,EASIUR,H6C,3958.05,1406213.96,0.2028
p23,WY,2030,NOX,355.28,InMAP,ACS,5344.69,1898859.61,0.2739
p23,WY,2030,NOX,355.28,InMAP,H6C,13731.04,4878360.92,0.7037
p23,WY,2032,NOX,326.24,AP2,ACS,3054.81,996588.2,0.1438
p23,WY,2032,NOX,326.24,AP2,H6C,7847.59,2560166.41,0.3693
p23,WY,2032,NOX,326.24,EASIUR,ACS,1540.97,502720.01,0.0725
p23,WY,2032,NOX,326.24,EASIUR,H6C,3958.05,1291257.92,0.1863
p23,WY,2032,NOX,326.24,InMAP,ACS,5344.69,1743630.48,0.2515
p23,WY,2032,NOX,326.24,InMAP,H6C,13731.04,4479561.7,0.6461
p23,WY,2034,NOX,393.67,AP2,ACS,3054.81,1202595.37,0.1735
p23,WY,2034,NOX,393.67,AP2,H6C,7847.59,3089384.6,0.4456
p23,WY,2034,NOX,393.67,EASIUR,ACS,1540.97,606638.48,0.0875
p23,WY,2034,NOX,393.67,EASIUR,H6C,3958.05,1558176.97,0.2248
p23,WY,2034,NOX,393.67,InMAP,ACS,5344.69,2104060.56,0.3035
p23,WY,2034,NOX,393.67,InMAP,H6C,13731.04,5405542.75,0.7797
p23,WY,2036,NOX,211.95,AP2,ACS,3054.81,647473.05,0.0934
p23,WY,2036,NOX,211.95,AP2,H6C,7847.59,1663313.64,0.2399
p23,WY,2036,NOX,211.95,EASIUR,ACS,1540.97,326611.99,0.0471
p23,WY,2036,NOX,211.95,EASIUR,H6C,3958.05,838916.92,0.121
p23,WY,2036,NOX,211.95,InMAP,ACS,5344.69,1132818.69,0.1634
p23,WY,2036,NOX,211.95,InMAP,H6C,13731.04,2910324.91,0.4198
p23,WY,2038,NOX,150.35,AP2,ACS,3054.81,459296.77,0.0663
p23,WY,2038,NOX,150.35,AP2,H6C,7847.59,1179901.75,0.1702
p23,WY,2038,NOX,150.35,EASIUR,ACS,1540.97,231688.15,0.0334
p23,WY,2038,NOX,150.35,EASIUR,H6C,3958.05,595100.96,0.0858
p23,WY,2038,NOX,150.35,InMAP,ACS,5344.69,803585.52,0.1159
p23,WY,2038,NOX,150.35,InMAP,H6C,13731.04,2064491.85,0.2978
p23,WY,2040,NOX,25.39,AP2,ACS,3054.81,77553.35,0.0112
p23,WY,2040,NOX,25.39,AP2,H6C,7847.59,199229.21,0.0287
p23,WY,2040,NOX,25.39,EASIUR,ACS,1540.97,39121.09,0.0056
p23,WY,2040,NOX,25.39,EASIUR,H6C,3958.05,100484.21,0.0145
p23,WY,2040,NOX,25.39,InMAP,ACS,5344.69,135687.32,0.0196
p23,WY,2040,NOX,25.39,InMAP,H6C,13731.04,348594.34,0.0503
p23,WY,2042,NOX,51.11,AP2,ACS,3054.81,156136.91,0.0225
p23,WY,2042,NOX,51.11,AP2,H6C,7847.59,401104.97,0.0579
p23,WY,2042,NOX,51.11,EASIUR,ACS,1540.97,78761.87,0.0114
p23,WY,2042,NOX,51.11,EASIUR,H6C,3958.05,202303.24,0.0292
p23,WY,2042,NOX,51.11,InMAP,ACS,5344.69,273177.11,0.0394
p23,WY,2042,NOX,51.11,InMAP,H6C,13731.04,701819.4,0.1012
p23,WY,2044,NOX,22.31,AP2,ACS,3054.81,68158.5,0.0098
p23,WY,2044,NOX,22.31,AP2,H6C,7847.59,175094.49,0.0253
p23,WY,2044,NOX,22.31,EASIUR,ACS,1540.97,34381.95,0.005
p23,WY,2044,NOX,22.31,EASIUR,H6C,3958.05,88311.51,0.0127
p23,WY,2044,NOX,22.31,InMAP,ACS,5344.69,119250.1,0.0172
p23,WY,2044,NOX,22.31,InMAP,H6C,13731.04,306365.47,0.0442
p23,WY,2046,NOX,53.95,AP2,ACS,3054.81,164818.18,0.0238
p23,WY,2046,NOX,53.95,AP2,H6C,7847.59,423406.54,0.0611
p23,WY,2046,NOX,53.95,EASIUR,ACS,1540.97,83141.06,0.012
p23,WY,2046,NOX,53.95,EASIUR,H6C,3958.05,213551.37,0.0308
p23,WY,2046,NOX,53.95,InMAP,ACS,5344.69,288365.85,0.0416
p23,WY,2046,NOX,53.95,InMAP,H6C,13731.04,740840.8,0.1069
p23,WY,2048,NOX,51.11,AP2,ACS,3054.81,156136.91,0.0225
p23,WY,2048,NOX,51.11,AP2,H6C,7847.59,401104.97,0.0579
p23,WY,2048,NOX,51.11,EASIUR,ACS,1540.97,78761.87,0.0114
p23,WY,2048,NOX,51.11,EASIUR,H6C,3958.05,202303.24,0.0292
p23,WY,2048,NOX,51.11,InMAP,ACS,5344.69,273177.11,0.0394
p23,WY,2048,NOX,51.11,InMAP,H6C,13731.04,701819.4,0.1012
p23,WY,2050,NOX,60.69,AP2,ACS,3054.81,185410.46,0.0267
p23,WY,2050,NOX,60.69,AP2,H6C,7847.59,476306.7,0.0687
p23,WY,2050,NOX,60.69,EASIUR,ACS,1540.97,93528.65,0.0135
p23,WY,2050,NOX,60.69,EASIUR,H6C,3958.05,240232.35,0.0347
p23,WY,2050,NOX,60.69,InMAP,ACS,5344.69,324394.1,0.0468
p23,WY,2050,NOX,60.69,InMAP,H6C,13731.04,833400.99,0.1202
p24,WY,2010,NOX,18507.6,AP2,ACS,3918.24,72517242.59,10.4601
p24,WY,2010,NOX,18507.6,AP2,H6C,10066.04,186298112.01,26.8722
p24,WY,2010,NOX,18507.6,EASIUR,ACS,1235.67,22869214.16,3.2987
p24,WY,2010,NOX,18507.6,EASIUR,H6C,3173.62,58736131.89,8.4723
p24,WY,2010,NOX,18507.6,InMAP,ACS,5990.35,110866925.07,15.9918
p24,WY,2010,NOX,18507.6,InMAP,H6C,15389.95,284830955.87,41.0849
p24,WY,2012,NOX,17440.87,AP2,ACS,3918.24,68337541.19,9.8572
p24,WY,2012,NOX,17440.87,AP2,H6C,10066.04,175560383.27,25.3234
p24,WY,2012,NOX,17440.87,EASIUR,ACS,1235.67,21551093.35,3.1086
p24,WY,2012,NOX,17440.87,EASIUR,H6C,3173.62,55350737.13,7.984
p24,WY,2012,NOX,17440.87,InMAP,ACS,5990.35,104476849.74,15.0701
p24,WY,2012,NOX,17440.87,InMAP,H6C,15389.95,268414055.51,38.7169
p24,WY,2014,NOX,18611.11,AP2,ACS,3918.24,72922824.38,10.5186
p24,WY,2014,NOX,18611.11,AP2,H6C,10066.04,187340058.99,27.0225
p24,WY,2014,NOX,18611.11,EASIUR,ACS,1235.67,22997119.42,3.3172
p24,WY,2014,NOX,18611.11,EASIUR,H6C,3173.62,59064637.29,8.5197
p24,WY,2014,NOX,18611.11,InMAP,ACS,5990.35,111486992.85,16.0812
p24,WY,2014,NOX,18611.11,InMAP,H6C,15389.95,286423987.33,41.3147
p24,WY,2016,NOX,13710.6,AP2,ACS,3918.24,53721460.96,7.7489
p24,WY,2016,NOX,13710.6,AP2,H6C,10066.04,138011407.96,19.9072
p24,WY,2016,NOX,13710.6,EASIUR,ACS,1235.67,16941730.71,2.4437
p24,WY,2016,NOX,13710.6,EASIUR,H6C,3173.62,43512283.47,6.2763
p24,WY,2016,NOX,13710.6,InMAP,ACS,5990.35,82131269.39,11.8469
p24,WY,2016,NOX,13710.6,InMAP,H6C,15389.95,211005473.03,30.4361
p24,WY,2018,NOX,17450.67,AP2,ACS,3918.24,68375964.92,9.8628
p24,WY,2018,NOX,17450.67,AP2,H6C,10066.04,175659094.52,25.3376
p24,WY,2018,NOX,17450.67,EASIUR,ACS,1235.67,21563210.75,3.1103
p24,WY,2018,NOX,17450.67,EASIUR,H6C,3173.62,55381858.85,7.9884
p24,WY,2018,NOX,17450.67,InMAP,ACS,5990.35,104535593.3,15.0785
p24,WY,2018,NOX,17450.67,InMAP,H6C,15389.95,268564975.02,38.7386
p24,WY,2020,NOX,11049.08,AP2,ACS,3918.24,43292969.44,6.2447
p24,WY,2020,NOX,11049.08,AP2,H6C,10066.04,111220424.02,16.0428
p24,WY,2020,NOX,11049.08,EASIUR,ACS,1235.67,13652976.23,1.9693
p24,WY,2020,NOX,11049.08,EASIUR,H6C,3173.62,35065612.98,5.058
p24,WY,2020,NOX,11049.08,InMAP,ACS,5990.35,66187822.75,9.5471
p24,WY,2020,NOX,11049.08,InMAP,H6C,15389.95,170044770.41,24.5278
p24,WY,2022,NOX,17506.94,AP2,ACS,3918.24,68596428.25,9.8946
p24,WY,2022,NOX,17506.94,AP2,H6C,10066.04,176225468.81,25.4193
p24,WY,2022,NOX,17506.94,EASIUR,ACS,1235.67,21632736.6,3.1204
p24,WY,2022,NOX,17506.94,EASIUR,H6C,3173.62,55560425.53,8.0142
p24,WY,2022,NOX,17506.94,InMAP,ACS,5990.35,104872645.43,15.1271
p24,WY,2022,NOX,17506.94,InMAP,H6C,15389.95,269430903.99,38.8635
p24,WY,2024,NOX,11682.24,AP2,ACS,3918.24,45773843.4,6.6026
p24,WY,2024,NOX,11682.24,AP2,H6C,10066.04,117593834.24,16.9621
p24,WY,2024,NOX,11682.24,EASIUR,ACS,1235.67,14435350.69,2.0822
p24,WY,2024,NOX,11682.24,EASIUR,H6C,3173.62,37075023.91,5.3478
p24,WY,2024,NOX,11682.24,InMAP,ACS,5990.35,69980670.59,10.0942
p24,WY,2024,NOX,11682.24,InMAP,H6C,15389.95,179789069.51,25.9333
p24,WY,2026,NOX,7639.39,AP2,ACS,3918.24,29932981.2,4.3176
p24,WY,2026,NOX,7639.39,AP2,H6C,10066.04,76898371.82,11.0921
p24,WY,2026,NOX,7639.39,EASIUR,ACS,1235.67,9439737.82,1.3616
p24,WY,2026,NOX,7639.39,EASIUR,H6C,3173.62,24244544.73,3.4971
p24,WY,2026,NOX,7639.39,InMAP,ACS,5990.35,45762600.24,6.6009
p24,WY,2026,NOX,7639.39,InMAP,H6C,15389.95,117569826.73,16.9586
p24,WY,2028,NOX,6333.75,AP2,ACS,3918.24,24817161.85,3.5797
p24,WY,2028,NOX,6333.75,AP2,H6C,10066.04,63755739.09,9.1963
p24,WY,2028,NOX,6333.75,EASIUR,ACS,1235.67,7826400.58,1.1289
p24,WY,2028,NOX,6333.75,EASIUR,H6C,3173.62,20100931.03,2.8994
p24,WY,2028,NOX,6333.75,InMAP,ACS,5990.35,37941354.7,5.4728
p24,WY,2028,NOX,6333.75,InMAP,H6C,15389.95,97476071.61,14.0602
p24,WY,2030,NOX,5950.45,AP2,ACS,3918.24,23315300.55,3.3631
p24,WY,2030,NOX,5950.45,AP2,H6C,10066.04,59897430.15,8.6398
p24,WY,2030,NOX,5950.45,EASIUR,ACS,1235.67,7352769.94,1.0606
p24,WY,2030,NOX,5950.45,EASIUR,H6C,3173.62,18884482.08,2.724
p24,WY,2030,NOX,5950.45,InMAP,ACS,5990.35,35645256.03,5.1416
p24,WY,2030,NOX,5950.45,InMAP,H6C,15389.95,91577107.79,13.2094
p24,WY,2032,NOX,6083.6,AP2,ACS,3918.24,23837021.47,3.4383
p24,WY,2032,NOX,6083.6,AP2,H6C,10066.04,61237740.68,8.8331
p24,WY,2032,NOX,6083.6,EASIUR,ACS,1235.67,7517301.12,1.0843
p24,WY,2032,NOX,6083.6,EASIUR,H6C,3173.62,19307055.63,2.7849
p24,WY,2032,NOX,6083.6,InMAP,ACS,5990.35,36442881.43,5.2566
p24,WY,2032,NOX,6083.6,InMAP,H6C,15389.95,93626306.91,13.5049
p24,WY,2034,NOX,7263.88,AP2,ACS,3918.24,28461654.26,4.1054
p24,WY,2034,NOX,7263.88,AP2,H6C,10066.04,73118506.22,10.5468
p24,WY,2034,NOX,7263.88,EASIUR,ACS,1235.67,8975736.57,1.2947
p24,WY,2034,NOX,7263.88,EASIUR,H6C,3173.62,23052827.42,3.3252
p24,WY,2034,NOX,7263.88,InMAP,ACS,5990.35,43513183.59,6.2765
p24,WY,2034,NOX,7263.88,InMAP,H6C,15389.95,111790794.84,16.125
p24,WY,2036,NOX,6106.17,AP2,ACS,3918.24,23925462.55,3.4511
p24,WY,2036,NOX,6106.17,AP2,H6C,10066.04,61464947.42,8.8659
p24,WY,2036,NOX,6106.17,EASIUR,ACS,1235.67,7545192.11,1.0883
p24,WY,2036,NOX,6106.17,EASIUR,H6C,3173.62,19378689.45,2.7952
p24,WY,2036,NOX,6106.17,InMAP,ACS,5990.35,36578093.28,5.2761
p24,WY,2036,NOX,6106.17,InMAP,H6C,15389.95,93973683.02,13.555
p24,WY,2038,NOX,3940.5,AP2,ACS,3918.24,15439838.36,2.2271
p24,WY,2038,NOX,3940.5,AP2,H6C,10066.04,39665224.91,5.7214
p24,WY,2038,NOX,3940.5,EASIUR,ACS,1235.67,4869145.01,0.7023
p24,WY,2038,NOX,3940.5,EASIUR,H6C,3173.62,12505665.55,1.8039
p24,WY,2038,NOX,3940.5,InMAP,ACS,5990.35,23604970.92,3.4049
p24,WY,2038,NOX,3940.5,InMAP,H6C,15389.95,60644113.9,8.7475
p24,WY,2040,NOX,1204.66,AP2,ACS,3918.24,4720166.98,0.6809
p24,WY,2040,NOX,1204.66,AP2,H6C,10066.04,12126194.62,1.7491
p24,WY,2040,NOX,1204.66,EASIUR,ACS,1235.67,1488563.35,0.2147
p24,WY,2040,NOX,1204.66,EASIUR,H6C,3173.62,3823150.75,0.5515
p24,WY,2040,NOX,1204.66,InMAP,ACS,5990.35,7216358.21,1.0409
p24,WY,2040,NOX,1204.66,InMAP,H6C,15389.95,18539724.15,2.6742
p24,WY,2042,NOX,1932.64,AP2,ACS,3918.24,7572564.15,1.0923
p24,WY,2042,NOX,1932.64,AP2,H6C,10066.04,19454054.71,2.8061
p24,WY,2042,NOX,1932.64,EASIUR,ACS,1235.67,2388102.27,0.3445
p24,WY,2042,NOX,1932.64,EASIUR,H6C,3173.62,6133480.96,0.8847
p24,WY,2042,NOX,1932.64,InMAP,ACS,5990.35,11577203.88,1.6699
p24,WY,2042,NOX,1932.64,InMAP,H6C,15389.95,29743280.48,4.2903
p24,WY,2044,NOX,1581.03,AP2,ACS,3918.24,6194857.82,0.8936
p24,WY,2044,NOX,1581.03,AP2,H6C,10066.04,15914702.14,2.2956
p24,WY,2044,NOX,1581.03,EASIUR,ACS,1235.67,1953625.44,0.2818
p24,WY,2044,NOX,1581.03,EASIUR,H6C,3173.62,5017592.68,0.7238
p24,WY,2044,NOX,1581.03,InMAP,ACS,5990.35,9470917.72,1.3661
p24,WY,2044,NOX,1581.03,InMAP,H6C,15389.95,24331968.66,3.5097
p24,WY,2046,NOX,1332.0,AP2,ACS,3918.24,5219114.43,0.7528
p24,WY,2046,NOX,1332.0,AP2,H6C,10066.04,13407999.67,1.934
p24,WY,2046,NOX,1332.0,EASIUR,ACS,1235.67,1645912.63,0.2374
p24,WY,2046,NOX,1332.0,EASIUR,H6C,3173.62,4227278.68,0.6098
p24,WY,2046,NOX,1332.0,InMAP,ACS,5990.35,7979166.72,1.1509
p24,WY,2046,NOX,1332.0,InMAP,H6C,15389.95,20499474.32,2.9569
p24,WY,2048,NOX,1218.51,AP2,ACS,3918.24,4774404.23,0.6887
p24,WY,2048,NOX,1218.51,AP2,H6C,10066.04,12265531.09,1.7692
p24,WY,2048,NOX,1218.51,EASIUR,ACS,1235.67,1505667.74,0.2172
p24,WY,2048,NOX,1218.51,EASIUR,H6C,3173.62,3867080.8,0.5578
p24,WY,2048,NOX,1218.51,InMAP,ACS,5990.35,7299278.03,1.0529
p24,WY,2048,NOX,1218.51,InMAP,H6C,15389.95,18752755.49,2.705
p24,WY,2050,NOX,1230.54,AP2,ACS,3918.24,4821567.42,0.6955
p24,WY,2050,NOX,1230.54,AP2,H6C,10066.04,12386694.19,1.7867
p24,WY,2050,NOX,1230.54,EASIUR,ACS,1235.67,1520541.24,0.2193
p24,WY,2050,NOX,1230.54,EASIUR,H6C,3173.62,3905281.14,0.5633
p24,WY,2050,NOX,1230.54,InMAP,ACS,5990.35,7371382.79,1.0633
p24,WY,2050,NOX,1230.54,InMAP,H6C,15389.95,18938001.61,2.7317
p25,UT,2010,NOX,32167.22,AP2,ACS,2539.0,81672562.84,11.7807
p25,UT,2010,NOX,32167.22,AP2,H6C,6522.31,209804628.63,30.2629
p25,UT,2010,NOX,32167.22,EASIUR,ACS,1053.77,33896947.59,4.8894
p25,UT,2010,NOX,32167.22,EASIUR,H6C,2706.28,87053488.71,12.5569
p25,UT,2010,NOX,32167.22,InMAP,ACS,5060.0,162766256.16,23.4779
p25,UT,2010,NOX,32167.22,InMAP,H6C,12999.59,418160779.35,60.3168
p25,UT,2012,NOX,28559.15,AP2,ACS,2539.0,72511678.2,10.4593
p25,UT,2012,NOX,28559.15,AP2,H6C,6522.31,186271682.77,26.8684
p25,UT,2012,NOX,28559.15,EASIUR,ACS,1053.77,30094862.59,4.341
p25,UT,2012,NOX,28559.15,EASIUR,H6C,2706.28,77289047.14,11.1484
p25,UT,2012,NOX,28559.15,InMAP,ACS,5060.0,144509416.36,20.8445
p25,UT,2012,NOX,28559.15,InMAP,H6C,12999.59,371257357.59,53.5513
p25,UT,2014,NOX,32504.85,AP2,ACS,2539.0,82529810.43,11.9043
p25,UT,2014,NOX,32504.85,AP2,H6C,6522.31,212006769.79,30.5805
p25,UT,2014,NOX,32504.85,EASIUR,ACS,1053.77,34252735.09,4.9407
p25,UT,2014,NOX,32504.85,EASIUR,H6C,2706.28,87967215.31,12.6887
