"Dim1","Dim2","Dim3","Dim4","Dim5","Val"
"battery_4","new13","p29","2030","bin1",12.06065
"battery_4","new13","p30","2030","bin1",494.342388108883
"battery_4","new13","p31","2030","bin1",219.471964307651
"battery_4","new13","p33","2030","bin1",252.827571842034
"battery_4","new13","p34","2030","bin1",171.1591875
"battery_4","new13","p59","2030","bin1",176.636143547989
"battery_4","new15","p1","2032","bin1",4.06020227156498
"battery_4","new15","p2","2032","bin1",2.24987323158055
"battery_4","new15","p5","2032","bin1",36.985361045089
"battery_4","new15","p6","2032","bin1",0.2142
"battery_4","new15","p7","2032","bin1",0.326620969570488
"battery_4","new15","p12","2032","bin1",24.7034930312636
"battery_4","new15","p13","2032","bin1",1155.82824688904
"battery_4","new15","p14","2032","bin1",0.171501036836497
"battery_4","new15","p20","2032","bin1",18.5918158185488
"battery_4","new15","p21","2032","bin1",48.7981089330885
"battery_4","new15","p22","2032","bin1",5.45950976946119
"battery_4","new15","p23","2032","bin1",4.19947336709446
"battery_4","new15","p25","2032","bin1",1.67472759783617
"battery_4","new15","p26","2032","bin1",0.0193375
"battery_4","new15","p27","2032","bin1",85.0738939431852
"battery_4","new15","p29","2032","bin1",2.36557168070891
"battery_4","new15","p30","2032","bin1",17.5180022631417
"battery_4","new15","p31","2032","bin1",128.08297542111
"battery_4","new15","p33","2032","bin1",4.92331035901656
"battery_4","new15","p59","2032","bin1",0.966772965744265
"battery_4","new17","p1","2034","bin1",7.35957199079266
"battery_4","new17","p2","2034","bin1",1.24472790865137
"battery_4","new17","p5","2034","bin1",13.7334285246767
"battery_4","new17","p6","2034","bin1",0.410125
"battery_4","new17","p7","2034","bin1",72.6932563413741
"battery_4","new17","p8","2034","bin1",12.8201395079879
"battery_4","new17","p11","2034","bin1",38.5949999999999
"battery_4","new17","p12","2034","bin1",1.5157625
"battery_4","new17","p13","2034","bin1",847.473327818566
"battery_4","new17","p21","2034","bin1",92.0137430806385
"battery_4","new17","p25","2034","bin1",0.575917327312802
"battery_4","new17","p27","2034","bin1",53.95294803488
"battery_4","new17","p28","2034","bin1",93.1083656779433
"battery_4","new17","p30","2034","bin1",30.430612244898
"battery_4","new17","p31","2034","bin1",342.439844823268
"battery_4","new19","p1","2036","bin1",22.176433688424
"battery_4","new19","p2","2036","bin1",1.4607550663512
"battery_4","new19","p5","2036","bin1",17.222275
"battery_4","new19","p6","2036","bin1",0.0971241651615427
"battery_4","new19","p7","2036","bin1",477.874347615379
"battery_4","new19","p8","2036","bin1",1.33790429312897
"battery_4","new19","p9","2036","bin1",1657.54981378474
"battery_4","new19","p10","2036","bin1",1282.22631738027
"battery_4","new19","p11","2036","bin1",259.753868834982
"battery_4","new19","p12","2036","bin1",0.06545
"battery_4","new19","p13","2036","bin1",295.726451555227
"battery_4","new19","p21","2036","bin1",64.0963641237157
"battery_4","new19","p22","2036","bin1",24.459465
"battery_4","new19","p25","2036","bin1",3.08342949245886
"battery_4","new19","p27","2036","bin1",76.9915125
"battery_4","new19","p30","2036","bin1",42.5515199703048
"battery_4","new19","p59","2036","bin1",237.176967529696
"battery_4","new21","p1","2038","bin1",16.8761459947287
"battery_4","new21","p2","2038","bin1",2.60555555555555
"battery_4","new21","p5","2038","bin1",325.429541739968
"battery_4","new21","p6","2038","bin1",0.013887739504329
"battery_4","new21","p7","2038","bin1",0.0966875
"battery_4","new21","p9","2038","bin1",487.969187380532
"battery_4","new21","p10","2038","bin1",2091.30581261947
"battery_4","new21","p13","2038","bin1",265.535430393197
"battery_4","new21","p21","2038","bin1",80.8648760772017
"battery_4","new21","p27","2038","bin1",60.4344026656014
